Year,Company,Mkt_Share_Perc,CompanyType,,,,
2015,Nodak Mutual Group Inc.,0.04,Independent,,,,
2015,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2015,North Star Mutual Insurance Co,0.05,Independent,,,,
2015,NYCM Insurance,0.14,Independent,,,,
2015,Ocean Harbor Insurance,0.08,Independent,,,,
2015,Ohio Mutual Insurance Group,0.04,Independent,,,,
2015,Old American,0.17,Independent,,,,
2015,Pekin Insurance,0.11,Independent,,,,
2015,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2015,Penn National Insurance,0.1,Independent,,,,
2015,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2015,Plymouth Rock Co.,0.21,Independent,,,,
2015,Plymouth Rock of New Jersey,0.3,Independent,,,,
2015,Progressive,8.76,Direct,,,,
2015,Quincy Mutual,0.06,Independent,,,,
2015,Redpoint County Mutual Ins Co.,0,Independent,,,,
2015,Root Insurance Co.,0,Direct,,,,
2015,Safe Auto Insurance Group,0.16,Independent,,,,
2015,Safety Insurance,0.23,Independent,,,,
2015,Safeway Insurance,0.17,Independent,,,,
2015,Selective,0.07,Independent,,,,
2015,Sentry,0.39,Independent,,,,
2015,Shelter Insurance,0.38,Independent,,,,
2015,Southern Farm Bureau Casualty,0.4,Independent,,,,
2015,State Auto,0.26,Independent,,,,
2015,State Farm,18.28,Captive,,,,
2015,Tennessee Farmers Insurance Companies,0.3,Independent,,,,
2015,Texas Farm Bureau Insurance,0.32,Captive,,,,
2015,The Cincinnati Insurance Cos.,0.27,Independent,,,,
2015,The Hanover Insurance Group,0.48,Independent,,,,
2015,The Hartford,1.25,Independent,,,,
2015,Tiptree Inc.,0.1,Independent,,,,
2015,Tokio Marine,0.11,Independent,,,,
2015,Travelers,1.69,Independent,,,,
2015,United Automobile Insurance Co,0.13,Independent,,,,
2015,Universal Group Inc.,0.09,Independent,,,,
2015,USAA,5.28,Direct,,,,
2015,Utica National Insurance Group,0.08,Independent,,,,
2015,VA Farm Bureau Federation,0.06,Independent,,,,
2015,Wawanesa General Insurance Co.,0.17,Independent,,,,
2015,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2015,Western National Insurance,0.09,Independent,,,,
2015,Westfield Insurance,0.18,Independent,,,,
2016,ACCC Insurance Co.,0.16,Independent,,,,
2016,ACUITY A Mutual Insurance Co.,0.1,Independent,,,,
2016,Agency Insurance Co. of MD Inc,0.04,Independent,,,,
2016,AIG,0.23,Independent,,,,
2016,Alfa Mutual Group,0.38,Independent,,,,
2016,Allstate Corp,9.69,Captive,,,,
2016,American Access Casualty Co.,0.14,Independent,,,,
2016,American Family Insurance,2.3,Captive,,,,
2016,American National,0.21,Independent,,,,
2016,Amica,0.56,Direct,,,,
2016,AmTrust Financial,0.13,Independent,,,,
2016,Arbella Insurance,0.21,Independent,,,,
2016,AssuranceAmerica,0.04,Independent,,,,
2016,Auto Club Exchange,1.23,Direct,,,,
2016,Auto Club Insurance Association,0.85,Direct,,,,
2016,Auto-Owners Insurance,0.99,Independent,,,,
2016,Bear River Mutual Insurance Co,0.05,Captive,,,,
2016,Berkshire Hathaway Inc.,11.89,Direct,,,,
2016,California Casualty,0.12,Direct,,,,
2016,Central Insurance Companies,0.09,Independent,,,,
2016,Chubb,0.33,Independent,,,,
2016,Consumers County Mutual Ins Co,0.21,Independent,,,,
2016,COUNTRY Financial,0.48,Independent,,,,
2016,CSAA Insurance Exchange,1.18,Direct,,,,
2016,Donegal,0.13,Independent,,,,
2016,Elephant Insurance Co.,0.09,Direct,,,,
2016,Encova Insurance,0.07,Independent,,,,
2016,Erie Insurance,1.27,Independent,,,,
2016,Farm Bureau Financial Services,0.23,Independent,,,,
2016,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2016,Farmers Insurance,4.79,Captive,,,,
2016,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2016,First Acceptance,0.12,Independent,,,,
2016,Frankenmuth Insurance,0.08,Independent,,,,
2016,Georgia Farm Bureau,0.12,Independent,,,,
2016,Germania Insurance,0.08,Independent,,,,
2016,GoAuto Insurance Co.,0.05,Independent,,,,
2016,Grange Insurance,0.27,Independent,,,,
2016,Grinnell Mutual,0.08,Independent,,,,
2016,Home State Insurance Grp Inc.,0.24,Independent,,,,
2016,Horace Mann,0.2,Independent,,,,
2016,IMT,0.05,Independent,,,,
2016,Indiana Farm Bureau,0.12,Independent,,,,
2016,Kemper,1.16,Direct,,,,
2016,Kentucky Farm Bureau,0.24,Independent,,,,
2016,Liberty Mutual,5.02,Independent,,,,
2016,Loya Insurance,0.27,Captive,,,,
2016,MAPFRE,0.78,Independent,,,,
2016,Markel,0.19,Independent,,,,
2016,Mercury Insurance,1.13,Independent,,,,
2016,MetLife,1.09,Independent,,,,
2016,MGA Insurance Co.,0.11,Independent,,,,
2016,Michigan Farm Bureau,0.18,Independent,,,,
2016,Mutual of Enumclaw,0.07,Independent,,,,
2016,National General Holdings Corp,1.09,Direct,,,,
2016,Nationwide,3.56,Captive,,,,
2016,NJM Insurance,0.44,Direct,,,,
2016,Nodak Mutual Group Inc.,0.04,Independent,,,,
2016,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2016,North Star Mutual Insurance Co,0.05,Independent,,,,
2016,NYCM Insurance,0.14,Independent,,,,
2016,Ocean Harbor Insurance,0.09,Independent,,,,
2016,Ohio Mutual Insurance Group,0.04,Independent,,,,
2016,Old American,0.18,Independent,,,,
2016,Pekin Insurance,0.1,Independent,,,,
2016,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2016,Penn National Insurance,0.1,Independent,,,,
2016,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2016,Plymouth Rock Co.,0.21,Independent,,,,
2016,Plymouth Rock of New Jersey,0.28,Independent,,,,
2016,Progressive,9.14,Direct,,,,
2016,Quincy Mutual,0.05,Independent,,,,
2016,Redpoint County Mutual Ins Co.,0.02,Independent,,,,
2016,Root Insurance Co.,0,Direct,,,,
2016,Safe Auto Insurance Group,0.14,Independent,,,,
2016,Safety Insurance,0.22,Independent,,,,
2016,Safeway Insurance,0.17,Independent,,,,
2016,Selective,0.07,Independent,,,,
2016,Sentry,0.39,Independent,,,,
2016,Shelter Insurance,0.38,Independent,,,,
2016,Southern Farm Bureau Casualty,0.43,Independent,,,,
2016,State Auto,0.24,Independent,,,,
2016,State Farm,18.25,Captive,,,,
2016,Tennessee Farmers Insurance Companies,0.29,Independent,,,,
2016,Texas Farm Bureau Insurance,0.31,Captive,,,,
2016,The Cincinnati Insurance Cos.,0.27,Independent,,,,
2016,The Hanover Insurance Group,0.47,Independent,,,,
2016,The Hartford,1.16,Independent,,,,
2016,Tiptree Inc.,0.11,Independent,,,,
2016,Tokio Marine,0.12,Independent,,,,
2016,Travelers,1.81,Independent,,,,
2016,United Automobile Insurance Co,0.12,Independent,,,,
2016,Universal Group Inc.,0.08,Independent,,,,
2016,USAA,5.44,Direct,,,,
2016,Utica National Insurance Group,0.08,Independent,,,,
2016,VA Farm Bureau Federation,0.06,Independent,,,,
2016,Wawanesa General Insurance Co.,0.15,Independent,,,,
2016,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2016,Western National Insurance,0.09,Independent,,,,
2016,Westfield Insurance,0.17,Independent,,,,
2017,ACCC Insurance Co.,0.15,Independent,,,,
2017,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2017,Agency Insurance Co. of MD Inc,0.05,Independent,,,,
2017,AIG,0.12,Independent,,,,
2017,Alfa Mutual Group,0.38,Independent,,,,
2017,Allstate Corp,9.25,Captive,,,,
2017,American Access Casualty Co.,0.16,Independent,,,,
2017,American Family Insurance,2.33,Captive,,,,
2017,American National,0.22,Independent,,,,
2017,Amica,0.57,Direct,,,,
2017,AmTrust Financial,0.11,Independent,,,,
2017,Arbella Insurance,0.19,Independent,,,,
2017,AssuranceAmerica,0.06,Independent,,,,
2017,Auto Club Exchange,1.29,Direct,,,,
2017,Auto Club Insurance Association,0.85,Direct,,,,
2017,Auto-Owners Insurance,1.08,Independent,,,,
2017,Bear River Mutual Insurance Co,0.05,Captive,,,,
2017,Berkshire Hathaway Inc.,12.78,Direct,,,,
2017,California Casualty,0.12,Direct,,,,
2017,Central Insurance Companies,0.1,Independent,,,,
2017,Chubb,0.32,Independent,,,,
2017,Consumers County Mutual Ins Co,0.23,Independent,,,,
2017,COUNTRY Financial,0.48,Independent,,,,
2017,CSAA Insurance Exchange,1.21,Direct,,,,
2017,Donegal,0.13,Independent,,,,
2017,Elephant Insurance Co.,0.09,Direct,,,,
2017,Encova Insurance,0.06,Independent,,,,
2017,Erie Insurance,1.29,Independent,,,,
2017,Farm Bureau Financial Services,0.22,Independent,,,,
2017,Farm Bureau Mutl Ins Co. of ID,0.04,Independent,,,,
2017,Farmers Insurance,4.47,Captive,,,,
2017,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2017,First Acceptance,0.11,Independent,,,,
2017,Frankenmuth Insurance,0.08,Independent,,,,
2017,Georgia Farm Bureau,0.11,Independent,,,,
2017,Germania Insurance,0.09,Independent,,,,
2017,GoAuto Insurance Co.,0.06,Independent,,,,
2017,Grange Insurance,0.25,Independent,,,,
2017,Grinnell Mutual,0.09,Independent,,,,
2017,Home State Insurance Grp Inc.,0.16,Independent,,,,
2017,Horace Mann,0.19,Independent,,,,
2017,IMT,0.05,Independent,,,,
2017,Indiana Farm Bureau,0.12,Independent,,,,
2017,Kemper,1.14,Direct,,,,
2017,Kentucky Farm Bureau,0.24,Independent,,,,
2017,Liberty Mutual,5,Independent,,,,
2017,Loya Insurance,0.21,Captive,,,,
2017,MAPFRE,0.73,Independent,,,,
2017,Markel,0.19,Independent,,,,
2017,Mercury Insurance,1.06,Independent,,,,
2017,MetLife,1.04,Independent,,,,
2017,MGA Insurance Co.,0.12,Independent,,,,
2017,Michigan Farm Bureau,0.18,Independent,,,,
2017,Mutual of Enumclaw,0.07,Independent,,,,
2017,National General Holdings Corp,1.19,Direct,,,,
2017,Nationwide,3.17,Captive,,,,
2017,NJM Insurance,0.44,Direct,,,,
2017,Nodak Mutual Group Inc.,0.05,Independent,,,,
2017,North Carolina Farm Bureau Insurance,0.24,Independent,,,,
2017,North Star Mutual Insurance Co,0.05,Independent,,,,
2017,NYCM Insurance,0.14,Independent,,,,
2017,Ocean Harbor Insurance,0.1,Independent,,,,
2017,Ohio Mutual Insurance Group,0.04,Independent,,,,
2017,Old American,0.17,Independent,,,,
2017,Pekin Insurance,0.1,Independent,,,,
2017,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2017,Penn National Insurance,0.1,Independent,,,,
2017,Pioneer State Mutual Ins Co.,0.06,Independent,,,,
2017,Plymouth Rock Co.,0.19,Independent,,,,
2017,Plymouth Rock of New Jersey,0.27,Independent,,,,
2017,Progressive,9.84,Direct,,,,
2017,Quincy Mutual,0.05,Independent,,,,
2017,Redpoint County Mutual Ins Co.,0.04,Independent,,,,
2017,Root Insurance Co.,0,Direct,,,,
2017,Safe Auto Insurance Group,0.16,Independent,,,,
2017,Safety Insurance,0.2,Independent,,,,
2017,Safeway Insurance,0.17,Independent,,,,
2017,Selective,0.07,Independent,,,,
2017,Sentry,0.4,Independent,,,,
2017,Shelter Insurance,0.39,Independent,,,,
2017,Southern Farm Bureau Casualty,0.45,Independent,,,,
2017,State Auto,0.23,Independent,,,,
2017,State Farm,18.06,Captive,,,,
2017,Tennessee Farmers Insurance Companies,0.28,Independent,,,,
2017,Texas Farm Bureau Insurance,0.3,Captive,,,,
2017,The Cincinnati Insurance Cos.,0.27,Independent,,,,
2017,The Hanover Insurance Group,0.48,Independent,,,,
2017,The Hartford,1,Independent,,,,
2017,Tiptree Inc.,0.09,Independent,,,,
2017,Tokio Marine,0.13,Independent,,,,
2017,Travelers,1.9,Independent,,,,
2017,United Automobile Insurance Co,0.08,Independent,,,,
2017,Universal Group Inc.,0.07,Independent,,,,
2017,USAA,5.68,Direct,,,,
2017,Utica National Insurance Group,0.08,Independent,,,,
2017,VA Farm Bureau Federation,0.06,Independent,,,,
2017,Wawanesa General Insurance Co.,0.16,Independent,,,,
2017,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2017,Western National Insurance,0.09,Independent,,,,
2017,Westfield Insurance,0.17,Independent,,,,
2018,ACCC Insurance Co.,0.13,Independent,,,,
2018,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2018,Agency Insurance Co. of MD Inc,0.05,Independent,,,,
2018,AIG,0.12,Independent,,,,
2018,Alfa Mutual Group,0.37,Independent,,,,
2018,Allstate Corp,9.18,Captive,,,,
2018,American Access Casualty Co.,0.18,Independent,,,,
2018,American Family Insurance,2.35,Captive,,,,
2018,American National,0.23,Independent,,,,
2018,Amica,0.55,Direct,,,,
2018,AmTrust Financial,0.09,Independent,,,,
2018,Arbella Insurance,0.18,Independent,,,,
2018,AssuranceAmerica,0.07,Independent,,,,
2018,Auto Club Exchange,1.38,Direct,,,,
2018,Auto Club Insurance Association,0.84,Direct,,,,
2018,Auto-Owners Insurance,1.19,Independent,,,,
2018,Bear River Mutual Insurance Co,0.05,Captive,,,,
2018,Berkshire Hathaway Inc.,13.4,Direct,,,,
2018,California Casualty,0.12,Direct,,,,
2018,Central Insurance Companies,0.09,Independent,,,,
2018,Chubb,0.32,Independent,,,,
2018,Consumers County Mutual Ins Co,0.23,Independent,,,,
2018,COUNTRY Financial,0.47,Independent,,,,
2018,CSAA Insurance Exchange,1.22,Direct,,,,
2018,Donegal,0.12,Independent,,,,
2018,Elephant Insurance Co.,0.09,Direct,,,,
2018,Encova Insurance,0.06,Independent,,,,
2018,Erie Insurance,1.3,Independent,,,,
2018,Farm Bureau Financial Services,0.22,Independent,,,,
2018,Farm Bureau Mutl Ins Co. of ID,0.05,Independent,,,,
2018,Farmers Insurance,4.25,Captive,,,,
2018,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2018,First Acceptance,0.09,Independent,,,,
2018,Frankenmuth Insurance,0.08,Independent,,,,
2018,Georgia Farm Bureau,0.11,Independent,,,,
2018,Germania Insurance,0.1,Independent,,,,
2018,GoAuto Insurance Co.,0.07,Independent,,,,
2018,Grange Insurance,0.23,Independent,,,,
2018,Grinnell Mutual,0.1,Independent,,,,
2018,Home State Insurance Grp Inc.,0.18,Independent,,,,
2018,Horace Mann,0.19,Independent,,,,
2018,IMT,0.05,Independent,,,,
2018,Indiana Farm Bureau,0.12,Independent,,,,
2018,Kemper,1.25,Direct,,,,
2018,Kentucky Farm Bureau,0.24,Independent,,,,
2018,Liberty Mutual,4.77,Independent,,,,
2018,Loya Insurance,0.22,Captive,,,,
2018,MAPFRE,0.67,Independent,,,,
2018,Markel,0.19,Independent,,,,
2018,Mercury Insurance,1.08,Independent,,,,400
2018,MetLife,1,Independent,,,,
2018,MGA Insurance Co.,0.14,Independent,,,,
2018,Michigan Farm Bureau,0.18,Independent,,,,
2018,Mutual of Enumclaw,0.07,Independent,,,,
2018,National General Holdings Corp,1.26,Direct,,,,
2018,Nationwide,2.73,Captive,,,,
2018,NJM Insurance,0.44,Direct,,,,
2018,Nodak Mutual Group Inc.,0.05,Independent,,,,
2018,North Carolina Farm Bureau Insurance,0.25,Independent,,,,
2018,North Star Mutual Insurance Co,0.05,Independent,,,,
2018,NYCM Insurance,0.15,Independent,,,,
2018,Ocean Harbor Insurance,0.1,Independent,,,,
2018,Ohio Mutual Insurance Group,0.05,Independent,,,,
2018,Old American,0.15,Independent,,,,
2018,Pekin Insurance,0.09,Independent,,,,
2018,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2018,Penn National Insurance,0.09,Independent,,,,
2018,Pioneer State Mutual Ins Co.,0.07,Independent,,,,
2018,Plymouth Rock Co.,0.18,Independent,,,,
2018,Plymouth Rock of New Jersey,0.27,Independent,,,,
2018,Progressive,10.97,Direct,,,,
2018,Quincy Mutual,0.05,Independent,,,,
2018,Redpoint County Mutual Ins Co.,0.07,Independent,,,,
2018,Root Insurance Co.,0.04,Direct,,,,
2018,Safe Auto Insurance Group,0.16,Independent,,,,
2018,Safety Insurance,0.19,Independent,,,,
2018,Safeway Insurance,0.16,Independent,,,,
2018,Selective,0.07,Independent,,,,
2018,Sentry,0.43,Independent,,,,
2018,Shelter Insurance,0.4,Independent,,,,
2018,Southern Farm Bureau Casualty,0.45,Independent,,,,
2018,State Auto,0.24,Independent,,,,
2018,State Farm,17.01,Captive,,,,
2018,Tennessee Farmers Insurance Companies,0.29,Independent,,,,
2018,Texas Farm Bureau Insurance,0.3,Captive,,,,
2018,The Cincinnati Insurance Cos.,0.26,Independent,,,,
2018,The Hanover Insurance Group,0.49,Independent,,,,
2018,The Hartford,0.86,Independent,,,,
2018,Tiptree Inc.,0.09,Independent,,,,
2018,Tokio Marine,0.14,Independent,,,,
2018,Travelers,1.9,Independent,,,,
2018,United Automobile Insurance Co,0.09,Independent,,,,
2018,Universal Group Inc.,0.08,Independent,,,,
2018,USAA,5.86,Direct,,,,
2018,Utica National Insurance Group,0.07,Independent,,,,
2018,VA Farm Bureau Federation,0.06,Independent,,,,
2018,Wawanesa General Insurance Co.,0.19,Independent,,,,
2018,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2018,Western National Insurance,0.09,Independent,,,,
2018,Westfield Insurance,0.18,Independent,,,,
2019,State Farm,16.12,Captive,,,,
2019,Berkshire Hathaway Inc.,13.76,Direct,,,,
2019,Progressive,12.23,Direct,,,,
2019,Allstate Corp,9.31,Captive,,,,
2019,USAA,6,Direct,,,,
2019,Liberty Mutual,4.61,Independent,,,,
2019,Farmers Insurance,4.15,Captive,,,,
2019,Nationwide,2.46,Captive,,,,
2019,American Family Insurance,2.28,Captive,,,,
2019,Travelers,1.93,Independent,,,,
2019,Auto Club Exchange,1.43,Direct,,,,
2019,Erie Insurance,1.33,Independent,,,,
2019,Kemper,1.33,Direct,,,,
2019,Auto-Owners Insurance,1.27,Independent,,,,
2019,National General Holdings Corp,1.24,Direct,,,,
2019,CSAA Insurance Exchange,1.18,Direct,,,,
2019,Mercury Insurance,1.1,Independent,,,,
2019,MetLife,0.97,Independent,,,,
2019,Auto Club Insurance Association,0.83,Direct,,,,
2019,The Hartford,0.8,Independent,,,,
2019,MAPFRE,0.6,Independent,,,,
2019,The Hanover Insurance Group,0.5,Independent,,,,
2019,Amica,0.49,Direct,,,,
2019,COUNTRY Financial,0.48,Independent,,,,
2019,NJM Insurance,0.44,Direct,,,,
2019,Sentry,0.44,Independent,,,,
2019,Southern Farm Bureau Casualty,0.44,Independent,,,,
2019,Shelter Insurance,0.4,Independent,,,,
2019,Alfa Mutual Group,0.35,Independent,,,,
2019,Chubb,0.32,Independent,,,,
2019,Texas Farm Bureau Insurance,0.3,Captive,,,,
2019,Tennessee Farmers Insurance Companies,0.29,Independent,,,,
2019,Plymouth Rock of New Jersey,0.27,Independent,,,,
2019,North Carolina Farm Bureau Insurance,0.25,Independent,,,,
2019,The Cincinnati Insurance Cos.,0.25,Independent,,,,
2019,American National,0.23,Independent,,,,
2019,Grange Insurance,0.23,Independent,,,,
2019,Kentucky Farm Bureau,0.23,Independent,,,,
2019,Loya Insurance,0.23,Captive,,,,
2019,State Auto,0.23,Independent,,,,
2019,Consumers County Mutual Ins Co,0.21,Independent,,,,
2019,Farm Bureau Financial Services,0.21,Independent,,,,
2019,Michigan Farm Bureau,0.2,Independent,,,,
2019,Wawanesa General Insurance Co.,0.2,Independent,,,,
2019,Markel,0.19,Independent,,,,
2019,Plymouth Rock Co.,0.19,Independent,,,,
2019,Home State Insurance Grp Inc.,0.18,Independent,,,,
2019,Horace Mann,0.18,Independent,,,,
2019,Root Insurance Co.,0.18,Direct,,,,
2019,Safety Insurance,0.18,Independent,,,,
2019,Arbella Insurance,0.17,Independent,,,,
2019,Westfield Insurance,0.17,Independent,,,,
2019,Old American,0.16,Independent,,,,
2019,American Access Casualty Co.,0.15,Independent,,,,
2019,NYCM Insurance,0.15,Independent,,,,
2019,Tokio Marine,0.15,Independent,,,,
2019,MGA Insurance Co.,0.14,Independent,,,,
2019,PEMCO Mutual Insurance Co.,0.14,Independent,,,,
2019,Safeway Insurance,0.14,Independent,,,,
2019,Safe Auto Insurance Group,0.13,Independent,,,,
2019,ACCC Insurance Co.,0.12,Independent,,,,
2019,AIG,0.12,Independent,,,,
2019,California Casualty,0.12,Direct,,,,
2019,Indiana Farm Bureau,0.12,Independent,,,,
2019,Donegal,0.1,Independent,,,,
2019,Georgia Farm Bureau,0.1,Independent,,,,
2019,Germania Insurance,0.1,Independent,,,,
2019,Grinnell Mutual,0.1,Independent,,,,
2019,ACUITY A Mutual Insurance Co.,0.09,Independent,,,,
2019,Central Insurance Companies,0.09,Independent,,,,
2019,Elephant Insurance Co.,0.09,Direct,,,,
2019,Ocean Harbor Insurance,0.09,Independent,,,,
2019,Penn National Insurance,0.09,Independent,,,,
2019,United Automobile Insurance Co,0.09,Independent,,,,
2019,West Bend Mutual Insurance Co.,0.09,Independent,,,,
2019,AmTrust Financial,0.08,Independent,,,,
2019,AssuranceAmerica,0.08,Independent,,,,
2019,First Acceptance,0.08,Independent,,,,
2019,Frankenmuth Insurance,0.08,Independent,,,,
2019,Pekin Insurance,0.08,Independent,,,,
2019,Redpoint County Mutual Ins Co.,0.08,Independent,,,,
2019,Universal Group Inc.,0.08,Independent,,,,
2019,Utica National Insurance Group,0.08,Independent,,,,
2019,Western National Insurance,0.08,Independent,,,,
2019,GoAuto Insurance Co.,0.07,Independent,,,,
2019,Mutual of Enumclaw,0.07,Independent,,,,
2019,Pioneer State Mutual Ins Co.,0.07,Independent,,,,
2019,Selective,0.07,Independent,,,,
2019,Bear River Mutual Insurance Co,0.06,Captive,,,,
2019,Farmers Mutual Ins Co. of NE,0.06,Independent,,,,
2019,Tiptree Inc.,0.06,Independent,,,,
2019,VA Farm Bureau Federation,0.06,Independent,,,,
2019,Agency Insurance Co. of MD Inc,0.05,Independent,,,,
2019,Encova Insurance,0.05,Independent,,,,
2019,Farm Bureau Mutl Ins Co. of ID,0.05,Independent,,,,
2019,IMT,0.05,Independent,,,,
2019,Nodak Mutual Group Inc.,0.05,Independent,,,,
2019,North Star Mutual Insurance Co,0.05,Independent,,,,
2019,Ohio Mutual Insurance Group,0.05,Independent,,,,
2019,Quincy Mutual,0.05,Independent,,,,
